NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
502,1,5021,Dewott,Water,,5,0,0,0.8,24.5,75,75,60,83,60,60,413
503,1,5031,Samurott,Water,,5,0,0,1.5,94.6,95,100,85,108,70,70,528
504,1,5041,Patrat,Normal,,5,0,0,0.5,11.6,45,55,39,35,39,42,255
505,1,5051,Watchog,Normal,,5,0,0,1.1,27,60,85,69,60,69,77,420
506,1,5061,Lillipup,Normal,,5,0,0,0.4,4.1,45,60,45,25,45,55,275
507,1,5071,Herdier,Normal,,5,0,0,0.9,14.7,65,80,65,35,65,60,370
508,1,5081,Stoutland,Normal,,5,0,0,1.2,61,85,110,90,45,90,80,500
509,1,5091,Purrloin,Dark,,5,0,0,0.4,10.1,41,50,37,50,37,66,281
510,1,5101,Liepard,Dark,,5,0,0,1.1,37.5,64,88,50,88,50,106,446
511,1,5111,Pansage,Grass,,5,0,0,0.6,10.5,50,53,48,53,48,64,316
512,1,5121,Simisage,Grass,,5,0,0,1.1,30.5,75,98,63,98,63,101,498
513,1,5131,Pansear,Fire,,5,0,0,0.6,11,50,53,48,53,48,64,316
514,1,5141,Simisear,Fire,,5,0,0,1.0,28,75,98,63,98,63,101,498
515,1,5151,Panpour,Water,,5,0,0,0.6,13.5,50,53,48,53,48,64,316
516,1,5161,Simipour,Water,,5,0,0,1.0,29,75,98,63,98,63,101,498
517,1,5171,Munna,Psychic,,5,0,0,0.6,23.3,76,25,45,67,55,24,292
518,1,5181,Musharna,Psychic,,5,0,0,1.1,60.5,116,55,85,107,95,29,487
519,1,5191,Pidove,Normal,Flying,5,0,0,0.3,2.1,50,55,50,36,30,43,264
520,1,5201,Tranquill,Normal,Flying,5,0,0,0.6,15,62,77,62,50,42,65,358
521,1,5211,Unfezant,Normal,Flying,5,0,0,1.2,29,80,115,80,65,55,93,488
522,1,5221,Blitzle,Electric,,5,0,0,0.8,29.8,45,60,32,50,32,76,295
523,1,5231,Zebstrika,Electric,,5,0,0,1.6,79.5,75,100,63,80,63,116,497
524,1,5241,Roggenrola,Rock,,5,0,0,0.4,18,55,75,85,25,25,15,280
525,1,5251,Boldore,Rock,,5,0,0,0.9,102,70,105,105,50,40,20,390
526,1,5261,Gigalith,Rock,,5,0,0,1.7,260,85,135,130,60,80,25,515
527,1,5271,Woobat,Psychic,Flying,5,0,0,0.4,2.1,65,45,43,55,43,72,323
528,1,5281,Swoobat,Psychic,Flying,5,0,0,0.9,10.5,67,57,55,77,55,114,425
529,1,5291,Drilbur,Ground,,5,0,0,0.3,8.5,60,85,40,30,45,68,328
530,1,5301,Excadrill,Ground,Steel,5,0,0,0.7,40.4,110,135,60,50,65,88,508
531,1,5311,Audino,Normal,,5,0,0,1.1,31,103,60,86,60,86,50,445
531,2,5312,Mega Audino,Normal,Fairy,5,0,1,1.5,32,103,60,126,80,126,50,545
532,1,5321,Timburr,Fighting,,5,0,0,0.6,12.5,75,80,55,25,35,35,305
533,1,5331,Gurdurr,Fighting,,5,0,0,1.2,40,85,105,85,40,50,40,405
534,1,5341,Conkeldurr,Fighting,,5,0,0,1.4,87,105,140,95,55,65,45,505
535,1,5351,Tympole,Water,,5,0,0,0.5,4.5,50,50,40,50,40,64,294
536,1,5361,Palpitoad,Water,Ground,5,0,0,0.8,17,75,65,55,65,55,69,384
537,1,5371,Seismitoad,Water,Ground,5,0,0,1.5,62,105,95,75,85,75,74,509
538,1,5381,Throh,Fighting,,5,0,0,1.3,55.5,120,100,85,30,85,45,465
539,1,5391,Sawk,Fighting,,5,0,0,1.4,51,75,125,75,30,75,85,465
540,1,5401,Sewaddle,Bug,Grass,5,0,0,0.3,2.5,45,53,70,40,60,42,310
541,1,5411,Swadloon,Bug,Grass,5,0,0,0.5,7.3,55,63,90,50,80,42,380
542,1,5421,Leavanny,Bug,Grass,5,0,0,1.2,20.5,75,103,80,70,80,92,500
543,1,5431,Venipede,Bug,Poison,5,0,0,0.4,5.3,30,45,59,30,39,57,260
544,1,5441,Whirlipede,Bug,Poison,5,0,0,1.2,58.5,40,55,99,40,79,47,360
545,1,5451,Scolipede,Bug,Poison,5,0,0,1.5,200.5,60,100,89,55,69,112,485
546,1,5461,Cottonee,Grass,Fairy,5,0,0,0.3,0.6,40,27,60,37,50,66,280
547,1,5471,Whimsicott,Grass,Fairy,5,0,0,0.7,6.6,60,67,85,77,75,116,480
548,1,5481,Petilil,Grass,,5,0,0,0.5,6.6,45,35,50,70,50,30,280
549,1,5491,Lilligant,Grass,,5,0,0,1.1,16.3,70,60,75,110,75,90,480
550,1,5501,Basculin,Water,,5,0,0,1.0,18,70,92,65,80,55,98,460
550,2,5502,Basculin,Water,,5,0,0,1.0,18,70,92,65,80,55,98,460
551,1,5511,Sandile,Ground,Dark,5,0,0,0.7,15.2,50,72,35,35,35,65,292
552,1,5521,Krokorok,Ground,Dark,5,0,0,1.0,33.4,60,82,45,45,45,74,351
553,1,5531,Krookodile,Ground,Dark,5,0,0,1.5,96.3,95,117,80,65,70,92,519
554,1,5541,Darumaka,Fire,,5,0,0,0.6,37.5,70,90,45,15,45,50,315
554,2,5542,Darumaka,Ice,,8,0,0,0.7,40,70,90,45,15,45,50,315
555,1,5551,Darmanitan,Fire,,5,0,0,1.3,92.9,105,140,55,30,55,95,480
555,2,5552,Darmanitan,Fire,Psychic,5,0,0,1.3,92.9,105,30,105,140,105,55,540
555,3,5553,Darmanitan,Ice,,8,0,0,1.7,120,105,140,55,30,55,95,480
555,4,5554,Darmanitan,Ice,Fire,8,0,0,1.7,120,105,160,55,30,55,135,540
556,1,5561,Maractus,Grass,,5,0,0,1.0,28,75,86,67,106,67,60,461
557,1,5571,Dwebble,Bug,Rock,5,0,0,0.3,14.5,50,65,85,35,35,55,325
558,1,5581,Crustle,Bug,Rock,5,0,0,1.4,200,70,105,125,65,75,45,485
559,1,5591,Scraggy,Dark,Fighting,5,0,0,0.6,11.8,50,75,70,35,70,48,348
560,1,5601,Scrafty,Dark,Fighting,5,0,0,1.1,30,65,90,115,45,115,58,488
561,1,5611,Sigilyph,Psychic,Flying,5,0,0,1.4,14,72,58,80,103,80,97,490
562,1,5621,Yamask,Ghost,,5,0,0,0.5,1.5,38,30,85,55,65,30,303
562,2,5622,Yamask,Ghost,Ground,8,0,0,0.5,1.5,38,55,85,30,65,30,303
563,1,5631,Cofagrigus,Ghost,,5,0,0,1.7,76.5,58,50,145,95,105,30,483
564,1,5641,Tirtouga,Water,Rock,5,0,0,0.7,16.5,54,78,103,53,45,22,355
565,1,5651,Carracosta,Water,Rock,5,0,0,1.2,81,74,108,133,83,65,32,495
566,1,5661,Archen,Rock,Flying,5,0,0,0.5,9.5,55,112,45,74,45,70,401
567,1,5671,Archeops,Rock,Flying,5,0,0,1.4,32,75,140,65,112,65,110,567
568,1,5681,Trubbish,Poison,,5,0,0,0.6,31,50,50,62,40,62,65,329
569,1,5691,Garbodor,Poison,,5,0,0,1.9,107.3,80,95,82,60,82,75,474
570,1,5701,Zorua,Dark,,5,0,0,0.7,12.5,40,65,40,80,40,65,330
571,1,5711,Zoroark,Dark,,5,0,0,1.6,81.1,60,105,60,120,60,105,510
572,1,5721,Minccino,Normal,,5,0,0,0.4,5.8,55,50,40,40,40,75,300
573,1,5731,Cinccino,Normal,,5,0,0,0.5,7.5,75,95,60,65,60,115,470
574,1,5741,Gothita,Psychic,,5,0,0,0.4,5.8,45,30,50,55,65,45,290
575,1,5751,Gothorita,Psychic,,5,0,0,0.7,18,60,45,70,75,85,55,390
576,1,5761,Gothitelle,Psychic,,5,0,0,1.5,44,70,55,95,95,110,65,490
577,1,5771,Solosis,Psychic,,5,0,0,0.3,1,45,30,40,105,50,20,290
578,1,5781,Duosion,Psychic,,5,0,0,0.6,8,65,40,50,125,60,30,370
579,1,5791,Reuniclus,Psychic,,5,0,0,1.0,20.1,110,65,75,125,85,30,490
580,1,5801,Ducklett,Water,Flying,5,0,0,0.5,5.5,62,44,50,44,50,55,305
581,1,5811,Swanna,Water,Flying,5,0,0,1.3,24.2,75,87,63,87,63,98,473
582,1,5821,Vanillite,Ice,,5,0,0,0.4,5.7,36,50,50,65,60,44,305
583,1,5831,Vanillish,Ice,,5,0,0,1.1,41,51,65,65,80,75,59,395
584,1,5841,Vanilluxe,Ice,,5,0,0,1.3,57.5,71,95,85,110,95,79,535
585,1,5851,Deerling,Normal,Grass,5,0,0,0.6,19.5,60,60,50,40,50,75,335
586,1,5861,Sawsbuck,Normal,Grass,5,0,0,1.9,92.5,80,100,70,60,70,95,475
587,1,5871,Emolga,Electric,Flying,5,0,0,0.4,5,55,75,60,75,60,103,428
588,1,5881,Karrablast,Bug,,5,0,0,0.5,5.9,50,75,45,40,45,60,315
589,1,5891,Escavalier,Bug,Steel,5,0,0,1.0,33,70,135,105,60,105,20,495
590,1,5901,Foongus,Grass,Poison,5,0,0,0.2,1,69,55,45,55,55,15,294
591,1,5911,Amoonguss,Grass,Poison,5,0,0,0.6,10.5,114,85,70,85,80,30,464
592,1,5921,Frillish,Water,Ghost,5,0,0,1.2,33,55,40,50,65,85,40,335
593,1,5931,Jellicent,Water,Ghost,5,0,0,2.2,135,100,60,70,85,105,60,480
594,1,5941,Alomomola,Water,,5,0,0,1.2,31.6,165,75,80,40,45,65,470
595,1,5951,Joltik,Bug,Electric,5,0,0,0.1,0.6,50,47,50,57,50,65,319
596,1,5961,Galvantula,Bug,Electric,5,0,0,0.8,14.3,70,77,60,97,60,108,472
597,1,5971,Ferroseed,Grass,Steel,5,0,0,0.6,18.8,44,50,91,24,86,10,305
598,1,5981,Ferrothorn,Grass,Steel,5,0,0,1.0,110,74,94,131,54,116,20,489
599,1,5991,Klink,Steel,,5,0,0,0.3,21,40,55,70,45,60,30,300
600,1,6001,Klang,Steel,,5,0,0,0.6,51,60,80,95,70,85,50,440
601,1,6011,Klinklang,Steel,,5,0,0,0.6,81,60,100,115,70,85,90,520
602,1,6021,Tynamo,Electric,,5,0,0,0.2,0.3,35,55,40,45,40,60,275
603,1,6031,Eelektrik,Electric,,5,0,0,1.2,22,65,85,70,75,70,40,405
604,1,6041,Eelektross,Electric,,5,0,0,2.1,80.5,85,115,80,105,80,50,515
605,1,6051,Elgyem,Psychic,,5,0,0,0.5,9,55,55,55,85,55,30,335
606,1,6061,Beheeyem,Psychic,,5,0,0,1.0,34.5,75,75,75,125,95,40,485
607,1,6071,Litwick,Ghost,Fire,5,0,0,0.3,3.1,50,30,55,65,55,20,275
608,1,6081,Lampent,Ghost,Fire,5,0,0,0.6,13,60,40,60,95,60,55,370
609,1,6091,Chandelure,Ghost,Fire,5,0,0,1.0,34.3,60,55,90,145,90,80,520
610,1,6101,Axew,Dragon,,5,0,0,0.6,18,46,87,60,30,40,57,320
611,1,6111,Fraxure,Dragon,,5,0,0,1.0,36,66,117,70,40,50,67,410
612,1,6121,Haxorus,Dragon,,5,0,0,1.8,105.5,76,147,90,60,70,97,540
613,1,6131,Cubchoo,Ice,,5,0,0,0.5,8.5,55,70,40,60,40,40,305
614,1,6141,Beartic,Ice,,5,0,0,2.6,260,95,130,80,70,80,50,505
615,1,6151,Cryogonal,Ice,,5,0,0,1.1,148,80,50,50,95,135,105,515
616,1,6161,Shelmet,Bug,,5,0,0,0.4,7.7,50,40,85,40,65,25,305
617,1,6171,Accelgor,Bug,,5,0,0,0.8,25.3,80,70,40,100,60,145,495
618,1,6181,Stunfisk,Electric,Ground,5,0,0,0.7,11,109,66,84,81,99,32,471
618,2,6182,Stunfisk,Ground,Steel,8,0,0,0.7,20.5,109,81,99,66,84,32,471
619,1,6191,Mienfoo,Fighting,,5,0,0,0.9,20,45,85,50,55,50,65,350
620,1,6201,Mienshao,Fighting,,5,0,0,1.4,35.5,65,125,60,95,60,105,510
621,1,6211,Druddigon,Dragon,,5,0,0,1.6,139,77,120,90,60,90,48,485
622,1,6221,Golett,Ground,Ghost,5,0,0,1.0,92,59,74,50,35,50,35,303
623,1,6231,Golurk,Ground,Ghost,5,0,0,2.8,330,89,124,80,55,80,55,483
624,1,6241,Pawniard,Dark,Steel,5,0,0,0.5,10.2,45,85,70,40,40,60,340
625,1,6251,Bisharp,Dark,Steel,5,0,0,1.6,70,65,125,100,60,70,70,490
626,1,6261,Bouffalant,Normal,,5,0,0,1.6,94.6,95,110,95,40,95,55,490
627,1,6271,Rufflet,Normal,Flying,5,0,0,0.5,10.5,70,83,50,37,50,60,350
628,1,6281,Braviary,Normal,Flying,5,0,0,1.5,41,100,123,75,57,75,80,510
629,1,6291,Vullaby,Dark,Flying,5,0,0,0.5,9,70,55,75,45,65,60,370
630,1,6301,Mandibuzz,Dark,Flying,5,0,0,1.2,39.5,110,65,105,55,95,80,510
631,1,6311,Heatmor,Fire,,5,0,0,1.4,58,85,97,66,105,66,65,484
632,1,6321,Durant,Bug,Steel,5,0,0,0.3,33,58,109,112,48,48,109,484
633,1,6331,Deino,Dark,Dragon,5,0,0,0.8,17.3,52,65,50,45,50,38,300
634,1,6341,Zweilous,Dark,Dragon,5,0,0,1.4,50,72,85,70,65,70,58,420
635,1,6351,Hydreigon,Dark,Dragon,5,0,0,1.8,160,92,105,90,125,90,98,600
636,1,6361,Larvesta,Bug,Fire,5,0,0,1.1,28.8,55,85,55,50,55,60,360
637,1,6371,Volcarona,Bug,Fire,5,0,0,1.6,46,85,60,65,135,105,100,550
638,1,6381,Cobalion,Steel,Fighting,5,1,0,2.1,250,91,90,129,90,72,108,580
639,1,6391,Terrakion,Rock,Fighting,5,1,0,1.9,260,91,129,90,72,90,108,580
640,1,6401,Virizion,Grass,Fighting,5,1,0,2.0,200,91,90,72,90,129,108,580
641,1,6411,Tornadus,Flying,,5,1,0,1.5,63,79,115,70,125,80,111,580
641,2,6412,Tornadus,Flying,,5,1,0,1.4,63,79,100,80,110,90,121,580
642,1,6421,Thundurus,Electric,Flying,5,1,0,1.5,61,79,115,70,125,80,111,580
642,2,6422,Thundurus,Electric,Flying,5,1,0,3.0,61,79,105,70,145,80,101,580
643,1,6431,Reshiram,Dragon,Fire,5,1,0,3.2,330,100,120,100,150,120,90,680
644,1,6441,Zekrom,Dragon,Electric,5,1,0,2.9,345,100,150,120,120,100,90,680
645,1,6451,Landorus,Ground,Flying,5,1,0,1.5,68,89,125,90,115,80,101,600
645,2,6452,Landorus,Ground,Flying,5,1,0,1.3,68,89,145,90,105,80,91,600
646,1,6461,Kyurem,Dragon,Ice,5,1,0,3.0,325,125,130,90,130,90,95,660
646,2,6462,Kyurem,Dragon,Ice,5,1,0,3.6,325,125,120,90,170,100,95,700
646,3,6463,Kyurem,Dragon,Ice,5,1,0,3.3,325,125,170,100,120,90,95,700
647,1,6471,Keldeo,Water,Fighting,5,1,0,1.4,48.5,91,72,90,129,90,108,580
647,2,6472,Keldeo,Water,Fighting,5,1,0,1.4,48.5,91,72,90,129,90,108,580
648,1,6481,Meloetta,Normal,Psychic,5,1,0,0.6,6.5,100,77,77,128,128,90,600
648,2,6482,Meloetta,Normal,Fighting,5,1,0,0.6,6.5,100,128,90,77,77,128,600
649,1,6491,Genesect,Bug,Steel,5,1,0,1.5,82.5,71,120,95,120,95,99,600
650,1,6501,Chespin,Grass,,6,0,0,0.4,9,56,61,65,48,45,38,313
651,1,6511,Quilladin,Grass,,6,0,0,0.7,29,61,78,95,56,58,57,405
652,1,6521,Chesnaught,Grass,Fighting,6,0,0,1.6,90,88,107,122,74,75,64,530
653,1,6531,Fennekin,Fire,,6,0,0,0.4,9.4,40,45,40,62,60,60,307
654,1,6541,Braixen,Fire,,6,0,0,1.0,14.5,59,59,58,90,70,73,409
655,1,6551,Delphox,Fire,Psychic,6,0,0,1.5,39,75,69,72,114,100,104,534
656,1,6561,Froakie,Water,,6,0,0,0.3,7,41,56,40,62,44,71,314
657,1,6571,Frogadier,Water,,6,0,0,0.6,10.9,54,63,52,83,56,97,405
658,1,6581,Greninja,Water,Dark,6,0,0,1.5,40,72,95,67,103,71,122,530
659,1,6591,Bunnelby,Normal,,6,0,0,0.4,5,38,36,38,32,36,57,237
660,1,6601,Diggersby,Normal,Ground,6,0,0,1.0,42.4,85,56,77,50,77,78,423
661,1,6611,Fletchling,Normal,Flying,6,0,0,0.3,1.7,45,50,43,40,38,62,278
662,1,6621,Fletchinder,Fire,Flying,6,0,0,0.7,16,62,73,55,56,52,84,382
663,1,6631,Talonflame,Fire,Flying,6,0,0,1.2,24.5,78,81,71,74,69,126,499
664,1,6641,Scatterbug,Bug,,6,0,0,0.3,2.5,38,35,40,27,25,35,200
665,1,6651,Spewpa,Bug,,6,0,0,0.3,8.4,45,22,60,27,30,29,213
666,1,6661,Vivillon,Bug,Flying,6,0,0,1.2,17,80,52,50,90,50,89,411
667,1,6671,Litleo,Fire,Normal,6,0,0,0.6,13.5,62,50,58,73,54,72,369
668,1,6681,Pyroar,Fire,Normal,6,0,0,1.5,81.5,86,68,72,109,66,106,507
669,1,6691,Flabebe,Fairy,,6,0,0,0.1,0.1,44,38,39,61,79,42,303
670,1,6701,Floette,Fairy,,6,0,0,0.2,0.9,54,45,47,75,98,52,371
671,1,6711,Florges,Fairy,,6,0,0,1.1,10,78,65,68,112,154,75,552
672,1,6721,Skiddo,Grass,,6,0,0,0.9,31,66,65,48,62,57,52,350
673,1,6731,Gogoat,Grass,,6,0,0,1.7,91,123,100,62,97,81,68,531
674,1,6741,Pancham,Fighting,,6,0,0,0.6,8,67,82,62,46,48,43,348
675,1,6751,Pangoro,Fighting,Dark,6,0,0,2.1,136,95,124,78,69,71,58,495
676,1,6761,Furfrou,Normal,,6,0,0,1.2,28,75,80,60,65,90,102,472
677,1,6771,Espurr,Psychic,,6,0,0,0.3,3.5,62,48,54,63,60,68,355
678,1,6781,Meowstic,Psychic,,6,0,0,0.6,8.5,74,48,76,83,81,104,466
679,1,6791,Honedge,Steel,Ghost,6,0,0,0.8,2,45,80,100,35,37,28,325
680,1,6801,Doublade,Steel,Ghost,6,0,0,0.8,4.5,59,110,150,45,49,35,448
681,1,6811,Aegislash,Steel,Ghost,6,0,0,1.7,53,60,50,150,50,150,60,520
681,2,6812,Aegislash,Steel,Ghost,6,0,0,1.7,53,60,150,50,150,50,60,520
682,1,6821,Spritzee,Fairy,,6,0,0,0.2,0.5,78,52,60,63,65,23,341
683,1,6831,Aromatisse,Fairy,,6,0,0,0.8,15.5,101,72,72,99,89,29,462
684,1,6841,Swirlix,Fairy,,6,0,0,0.4,3.5,62,48,66,59,57,49,341
685,1,6851,Slurpuff,Fairy,,6,0,0,0.8,5,82,80,86,85,75,72,480
686,1,6861,Inkay,Dark,Psychic,6,0,0,0.4,3.5,53,54,53,37,46,45,288
687,1,6871,Malamar,Dark,Psychic,6,0,0,1.5,47,86,92,88,68,75,73,482
688,1,6881,Binacle,Rock,Water,6,0,0,0.5,31,42,52,67,39,56,50,306
689,1,6891,Barbaracle,Rock,Water,6,0,0,1.3,96,72,105,115,54,86,68,500
690,1,6901,Skrelp,Poison,Water,6,0,0,0.5,7.3,50,60,60,60,60,30,320
691,1,6911,Dragalge,Poison,Dragon,6,0,0,1.8,81.5,65,75,90,97,123,44,494
692,1,6921,Clauncher,Water,,6,0,0,0.5,8.3,50,53,62,58,63,44,330
693,1,6931,Clawitzer,Water,,6,0,0,1.3,35.3,71,73,88,120,89,59,500
694,1,6941,Helioptile,Electric,Normal,6,0,0,0.5,6,44,38,33,61,43,70,289
695,1,6951,Heliolisk,Electric,Normal,6,0,0,1.0,21,62,55,52,109,94,109,481
696,1,6961,Tyrunt,Rock,Dragon,6,0,0,0.8,26,58,89,77,45,45,48,362
697,1,6971,Tyrantrum,Rock,Dragon,6,0,0,2.5,270,82,121,119,69,59,71,521
698,1,6981,Amaura,Rock,Ice,6,0,0,1.3,25.2,77,59,50,67,63,46,362
699,1,6991,Aurorus,Rock,Ice,6,0,0,2.7,225,123,77,72,99,92,58,521
700,1,7001,Sylveon,Fairy,,6,0,0,1.0,23.5,95,65,65,110,130,60,525
701,1,7011,Hawlucha,Fighting,Flying,6,0,0,0.8,21.5,78,92,75,74,63,118,500
702,1,7021,Dedenne,Electric,Fairy,6,0,0,0.2,2.2,67,58,57,81,67,101,431
703,1,7031,Carbink,Rock,Fairy,6,0,0,0.3,5.7,50,50,150,50,150,50,500
704,1,7041,Goomy,Dragon,,6,0,0,0.3,2.8,45,50,35,55,75,40,300
705,1,7051,Sliggoo,Dragon,,6,0,0,0.8,17.5,68,75,53,83,113,60,452
706,1,7061,Goodra,Dragon,,6,0,0,2.0,150.5,90,100,70,110,150,80,600
707,1,7071,Klefki,Steel,Fairy,6,0,0,0.2,3,57,80,91,80,87,75,470
708,1,7081,Phantump,Ghost,Grass,6,0,0,0.4,7,43,70,48,50,60,38,309
709,1,7091,Trevenant,Ghost,Grass,6,0,0,1.5,71,85,110,76,65,82,56,474
710,1,7101,Pumpkaboo,Ghost,Grass,6,0,0,0.3,3.5,49,66,70,44,55,51,335
710,2,7102,Pumpkaboo,Ghost,Grass,6,0,0,0.4,5,44,66,70,44,55,56,335
710,3,7103,Pumpkaboo,Ghost,Grass,6,0,0,0.5,7.5,54,66,70,44,55,46,335
710,4,7104,Pumpkaboo,Ghost,Grass,6,0,0,0.8,15,59,66,70,44,55,41,335
711,1,7111,Gourgeist,Ghost,Grass,6,0,0,0.7,9.5,65,90,122,58,75,84,494
711,2,7112,Gourgeist,Ghost,Grass,6,0,0,0.9,12.5,55,85,122,58,75,99,494
711,3,7113,Gourgeist,Ghost,Grass,6,0,0,1.1,14,75,95,122,58,75,69,494
711,4,7114,Gourgeist,Ghost,Grass,6,0,0,1.7,39,85,100,122,58,75,54,494
712,1,7121,Bergmite,Ice,,6,0,0,1.0,99.5,55,69,85,32,35,28,304
713,1,7131,Avalugg,Ice,,6,0,0,2.0,505,95,117,184,44,46,28,514
714,1,7141,Noibat,Flying,Dragon,6,0,0,0.5,8,40,30,35,45,40,55,245
715,1,7151,Noivern,Flying,Dragon,6,0,0,1.5,85,85,70,80,97,80,123,535
716,1,7161,Xerneas,Fairy,,6,1,0,3.0,215,126,131,95,131,98,99,680
717,1,7171,Yveltal,Dark,Flying,6,1,0,5.8,203,126,131,95,131,98,99,680
718,1,7181,Zygarde,Dragon,Ground,6,1,0,5.0,305,108,100,121,81,95,95,600
718,2,7182,Zygarde,Dragon,Ground,6,1,0,1.2,33.5,54,100,71,61,85,115,486
718,3,7183,Zygarde,Dragon,Ground,6,1,0,4.5,610,216,100,121,91,95,85,708
719,1,7191,Diancie,Rock,Fairy,6,1,0,0.7,8.8,50,100,150,100,150,50,600
719,2,7192,Mega Diancie,Rock,Fairy,6,1,1,1.1,27.8,50,160,110,160,110,110,700
720,1,7201,Hoopa,Psychic,Ghost,6,1,0,0.5,9,80,110,60,150,130,70,600
720,2,7202,Hoopa,Psychic,Dark,6,1,0,6.5,490,80,160,60,170,130,80,680
721,1,7211,Volcanion,Fire,Water,6,1,0,1.7,195,80,110,120,130,90,70,600
722,1,7221,Rowlet,Grass,Flying,7,0,0,0.3,1.5,68,55,55,50,50,42,320
723,1,7231,Dartrix,Grass,Flying,7,0,0,0.7,16,78,75,75,70,70,52,420
724,1,7241,Decidueye,Grass,Ghost,7,0,0,1.6,36.6,78,107,75,100,100,70,530
725,1,7251,Litten,Fire,,7,0,0,0.4,4.3,45,65,40,60,40,70,320
726,1,7261,Torracat,Fire,,7,0,0,0.7,25,65,85,50,80,50,90,420
727,1,7271,Incineroar,Fire,Dark,7,0,0,1.8,83,95,115,90,80,90,60,530
728,1,7281,Popplio,Water,,7,0,0,0.4,7.5,50,54,54,66,56,40,320
729,1,7291,Brionne,Water,,7,0,0,0.6,17.5,60,69,69,91,81,50,420
730,1,7301,Primarina,Water,Fairy,7,0,0,1.8,44,80,74,74,126,116,60,530
731,1,7311,Pikipek,Normal,Flying,7,0,0,0.3,1.2,35,75,30,30,30,65,265
732,1,7321,Trumbeak,Normal,Flying,7,0,0,0.6,14.8,55,85,50,40,50,75,355
733,1,7331,Toucannon,Normal,Flying,7,0,0,1.1,26,80,120,75,75,75,60,485
734,1,7341,Yungoos,Normal,,7,0,0,0.4,6,48,70,30,30,30,45,253
735,1,7351,Gumshoos,Normal,,7,0,0,0.7,14.2,88,110,60,55,60,45,418
736,1,7361,Grubbin,Bug,,7,0,0,0.4,4.4,47,62,45,55,45,46,300
737,1,7371,Charjabug,Bug,Electric,7,0,0,0.5,10.5,57,82,95,55,75,36,400
738,1,7381,Vikavolt,Bug,Electric,7,0,0,1.5,45,77,70,90,145,75,43,500
739,1,7391,Crabrawler,Fighting,,7,0,0,0.6,7,47,82,57,42,47,63,338
740,1,7401,Crabominable,Fighting,Ice,7,0,0,1.7,180,97,132,77,62,67,43,478
741,1,7411,Oricorio,Fire,Flying,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,2,7412,Oricorio,Electric,Flying,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,3,7413,Oricorio,Psychic,Flying,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,4,7414,Oricorio,Ghost,Flying,7,0,0,0.6,3.4,75,70,70,98,70,93,476
742,1,7421,Cutiefly,Bug,Fairy,7,0,0,0.1,0.2,40,45,40,55,40,84,304
743,1,7431,Ribombee,Bug,Fairy,7,0,0,0.2,0.5,60,55,60,95,70,124,464
744,1,7441,Rockruff,Rock,,7,0,0,0.5,9.2,45,65,40,30,40,60,280
745,1,7451,Lycanroc,Rock,,7,0,0,0.8,25,75,115,65,55,65,112,487
745,2,7452,Lycanroc,Rock,,7,0,0,1.1,25,85,115,75,55,75,82,487
745,3,7453,Lycanroc,Rock,,7,0,0,0.8,25,75,117,65,55,65,110,487
746,1,7461,Wishiwashi,Water,,7,0,0,0.2,0.3,45,20,20,25,25,40,175
746,2,7462,Wishiwashi,Water,,7,0,0,8.2,78.6,45,140,130,140,135,30,620
747,1,7471,Mareanie,Poison,Water,7,0,0,0.4,8,50,53,62,43,52,45,305
748,1,7481,Toxapex,Poison,Water,7,0,0,0.7,14.5,50,63,152,53,142,35,495
749,1,7491,Mudbray,Ground,,7,0,0,1.0,110,70,100,70,45,55,45,385
750,1,7501,Mudsdale,Ground,,7,0,0,2.5,920,100,125,100,55,85,35,500
751,1,7511,Dewpider,Water,Bug,7,0,0,0.3,4,38,40,52,40,72,27,269
752,1,7521,Araquanid,Water,Bug,7,0,0,1.8,82,68,70,92,50,132,42,454
753,1,7531,Fomantis,Grass,,7,0,0,0.3,1.5,40,55,35,50,35,35,250
754,1,7541,Lurantis,Grass,,7,0,0,0.9,18.5,70,105,90,80,90,45,480
755,1,7551,Morelull,Grass,Fairy,7,0,0,0.2,1.5,40,35,55,65,75,15,285
756,1,7561,Shiinotic,Grass,Fairy,7,0,0,1.0,11.5,60,45,80,90,100,30,405
757,1,7571,Salandit,Poison,Fire,7,0,0,0.6,4.8,48,44,40,71,40,77,320
758,1,7581,Salazzle,Poison,Fire,7,0,0,1.2,22.2,68,64,60,111,60,117,480
759,1,7591,Stufful,Normal,Fighting,7,0,0,0.5,6.8,70,75,50,45,50,50,340
760,1,7601,Bewear,Normal,Fighting,7,0,0,2.1,135,120,125,80,55,60,60,500
761,1,7611,Bounsweet,Grass,,7,0,0,0.3,3.2,42,30,38,30,38,32,210
762,1,7621,Steenee,Grass,,7,0,0,0.7,8.2,52,40,48,40,48,62,290
763,1,7631,Tsareena,Grass,,7,0,0,1.2,21.4,72,120,98,50,98,72,510
764,1,7641,Comfey,Fairy,,7,0,0,0.1,0.3,51,52,90,82,110,100,485
765,1,7651,Oranguru,Normal,Psychic,7,0,0,1.5,76,90,60,80,90,110,60,490
